created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,"Sentiment (1 serious, 0 joking, -1 unsure)",tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
Wed Apr 15 19:19:52 +0000 2020,,,,4,1250504130977652736,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",If you truly believe you are immune to corona then you are immune to corona,,https://twitter.com/imtrippingballs/status/1250504130977652736,Sun May 31 04:37:20 +0000 2015,imtrippingballs,FALSE,no weapons formed against love shall prosper,10872,464,387,5,bay area,1111,imtrippingballs,20497,,http://dhamma.org,FALSE
Sat Apr 18 04:27:50 +0000 2020,,,,3,1251366807971041286,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wake me up when corona ends,,https://twitter.com/autumn_95_/status/1251366807971041286,Sun Apr 26 04:58:40 +0000 2015,autumn_95_,FALSE,identified as an infj,2822,53,165,0,"Kathmandu, Nepal",where.the.light.is,autumn_95_,2888,,,FALSE
Sat Apr 18 04:31:06 +0000 2020,,,,1,1251367628754628610,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","People are dying of corona virus, hunger is terrorizing a lot of families, now people are dying from stray bullets or intentionally fired bullets by people that are supposed to protect them💔💔
😭😭😭😭😭",,https://twitter.com/PrinceJ58022836/status/1251367628754628610,Thu Apr 02 02:11:06 +0000 2020,PrinceJ58022836,FALSE,"By Grace
I'm a Biochemist, a Medical Scientist, an Entrepreneur, a Poet, a Mathematician, a Physicist, a Teacher, a Freelancer, a prolific writer, a song writer",8,14,245,0,,Prince Joseph,PrinceJ58022836,14,,,FALSE
Mon Apr 13 11:03:02 +0000 2020,COVID2019 COVID19 Covid19India Corona coronavirusinindia lockdownextension TamilNadu April2020,,,0,1249654320678621185,Aravind26696,1.25E+18,2451084133,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Migrant workers will be provided with 15 kg rice, 1kg dal and cooking oil. 

All the bakeries and hotels will be allowed to function from 6am to 1am for takeaway services only.

#COVID2019 #COVID19 #Covid19India #Corona #coronavirusinindia #lockdownextension #TamilNadu #April2020",,https://twitter.com/Aravind26696/status/1249654320678621185,Fri Apr 18 08:38:43 +0000 2014,Aravind26696,FALSE,Software Engineer || Biker || Common Man || Stay Grounded || Madurai to Bangalore || RT's not endorsements || Tweets are personal 😎,4416,18,43,0,"Bengaluru, India",Aravind Theivamuthu,Aravind26696,174,,,FALSE
Mon Mar 23 18:24:55 +0000 2020,WorkFromHome Radio Kannada Covid19,,,1,1242155382035775488,Namm_Radio,1.24E+18,4286363534,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Special recordings and interviews with guests will be scheduled only after the situation gets better. 

Let us all stay at home and fight Corona together, separately 💪🏼💪🏼
ನಮ್ ರೇಡಿಯೋದ ಎಲ್ಲಾ ಸಿಬ್ಬಂದಿ ಮನೆಯಿಂದಲೇ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ.
#WorkFromHome #Radio #Kannada #Covid19",,https://twitter.com/Namm_Radio/status/1242155382035775488,Thu Nov 19 05:07:31 +0000 2015,Namm_Radio,FALSE,"Kannada's​ International Digital Radio Station
Broadcasting across 196 countries.
ಯಾಕಂದ್ರೆ, ಕನ್ನಡ ಕೇಳೋ ಮಜಾನೇ ಬೇರೆ.",129,765,148,19,"Bengaluru, India",NammRadio,Namm_Radio,1209,,http://www.nammradio.com,FALSE
Sun Apr 05 04:20:43 +0000 2020,,,,0,1246653972116537344,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I am pledge to donate 10%of my salary from March month to haryana corona relief fund,,https://twitter.com/AnilSan35434381/status/1246653972116537344,Sun Apr 05 03:53:38 +0000 2020,AnilSan35434381,FALSE,police man,11,1,89,0,,Anil Sangwan,AnilSan35434381,1,,,FALSE
Mon Apr 06 00:48:43 +0000 2020,,,,1,1246963008288501760,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Walking in Fontana you See everyone with gloves and masks 😂😂 pinche corona virus 🤣🤣,,https://twitter.com/Hugourena12/status/1246963008288501760,Fri Aug 02 08:35:41 +0000 2019,Hugourena12,FALSE,,535,65,68,0,,Hugo Urena,Hugourena12,374,,,FALSE
Wed Apr 08 08:09:06 +0000 2020,,,,0,1247798610936221696,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","they’re talking about “worse pollen in 70 years”. 

I’ll poke my own eye out from now I’m not fucking with hay fever and dodging corona at the same time. That’s too much for one person😭😭😭",,https://twitter.com/shanicoreen/status/1247798610936221696,Sat Nov 13 20:15:07 +0000 2010,shanicoreen,FALSE,,15809,1095,708,6,,scrms,shanicoreen,34739,,,FALSE
Sat Apr 04 03:12:15 +0000 2020,,,,40,1246274356403003392,,,,en,,,7,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Country's issues :
- Corona pandemic
- Religious Hatemonger
- Migrants
- Poor
- Economic crisis

Kashmir's issues :
- Country's issues +
- Losses of 7 months
- Domicile law
- 2G internet",,https://twitter.com/hiambuj/status/1246274356403003392,Mon Jan 04 10:01:06 +0000 2010,hiambuj,FALSE,"Traveler, Trekker, Himalaya lover. Love Kashmir & Kashmiri hospitality. Son of late Ex-serviceman turned farmer. Here to express personal views.",632,7368,196,24,"GZB, NDLS, MZN, INDB",Amit Tyagi,hiambuj,5048,,,FALSE
Sun Apr 05 19:01:06 +0000 2020,,,,6,1246875526838530049,,,,en,,,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona virus cases in Cameroon hit 650 as at this evening of April 5, 2020, with nine deaths and seventeen patients successfully treated and discharged from hospital, according to the Ministry of Public Health.",,https://twitter.com/ChiefBisongEta1/status/1246875526838530049,Thu Oct 04 08:02:55 +0000 2012,ChiefBisongEta1,FALSE,"International investigative journalist,  newspaper Editor/Publisher, traditional ruler and parent.",81,24063,22414,138,Cameroon,ChiefBisong Etahoben,ChiefBisongEta1,10301,,,FALSE
Wed Apr 01 11:28:51 +0000 2020,,,,1,1245312165998886915,,,,en,,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thanks to Nizamuddin coz finally Bhakts have found a color for the Corona Virus.Btw let me clear it's not a Corona virus it's a Corona Jihad.,,https://twitter.com/EjazHassankhan/status/1245312165998886915,Tue Oct 11 18:52:09 +0000 2011,EjazHassankhan,FALSE,MEDIA PROFESSIONAL,,,,,,,,,,,
Wed Apr 01 19:15:57 +0000 2020,,,,0,1245429715680272392,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I don’t want to get the corona virus, but  it would be dope to tell my kids one day that I survived lmao",,https://twitter.com/brkenxhearts/status/1245429715680272392,Thu Mar 29 11:03:41 +0000 2018,brkenxhearts,FALSE,,4796,96,49,0,bad vibes forever,Kate,brkenxhearts,865,,,FALSE
Thu Apr 09 00:45:41 +0000 2020,,,,5,1248049407498563584,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Come back from my walk, and my roommates are making the alexa make fart sounds.
Really wishing the government had paid attention to to corona virus when they found out about it november right about now.",,https://twitter.com/imnotbrooke/status/1248049407498563584,Tue Jul 16 19:31:43 +0000 2013,imnotbrooke,FALSE,fasten your seatbelt slutpuppy (she/her),29623,565,959,5,south harmon inst. of tech.,LL Cool Bean,imnotbrooke,13048,,,FALSE
Tue Apr 07 21:19:23 +0000 2020,,,,0,1247635103616040960,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Hey do you got a road beer? I'll let you hit my dab pen"" -unknown stoner during 2020 corona virus pandemic",,https://twitter.com/dank1master/status/1247635103616040960,Sun Sep 02 00:59:51 +0000 2012,dank1master,FALSE,,614,112,159,0,"Chicago, IL",Dan K.,dank1master,2535,,,FALSE
Mon Apr 13 11:05:06 +0000 2020,,,,0,1249654842525650949,mandhare_abhay,1.25E+18,1.15E+18,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",while dealing with corona other countries are demanding and preparing better health infrastructure but in our country we are happily blaming this entire thing on a particular religion .I do agree with your thought that they are wrong but why are you pointing entire religion .,,https://twitter.com/mandhare_abhay/status/1249654842525650949,Mon Jul 15 09:47:35 +0000 2019,mandhare_abhay,FALSE,Ambitions on flick soon fire 🔥,8558,41,204,0,Maharashtra,ABHAY MANDHARE,mandhare_abhay,1509,,,FALSE
Sat Apr 04 20:23:37 +0000 2020,,,,0,1246533906511335425,slanger305max7,1.25E+18,1.23E+18,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I need that , want that have to have that plus if you love me beyond this world all the goofy corona and quarantine shit will end , love And lust beyond any point all the way to the heavens , lust me crave me for eternity , forever my lovely goddessess",,https://twitter.com/slanger305max7/status/1246533906511335425,Sat Feb 22 01:51:19 +0000 2020,slanger305max7,FALSE,"Independent male adult entertainer
26yr old
Xxx Content for sale 💰onlyfans
Ig:Slanger305max
IG: UniverseTheKid7",2951,82,520,0,DMV,UniverseTheKidxxx,slanger305max7,4956,,https://onlyfans.com/universethekid,FALSE
Fri Apr 17 18:57:38 +0000 2020,,,,0,1251223310697988097,mitsuribffs,1.25E+18,1.16E+18,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",She got mad because I closed my door while she was screaming at my sister like dude please leave me alone i want to LEAVE THIS HOUSE BUT I CSNT BC OF FUCKING CORONA,,https://twitter.com/mitsuribffs/status/1251223310697988097,Wed Aug 07 23:38:24 +0000 2019,mitsuribffs,FALSE,"#𝐦𝐢𝐭𝐬𝐮𝐫𝐢: me? you mean baby, precious lil angel, princess, the univer-",541,91,79,0,,𝑛𝑎𝑛𝑎,mitsuribffs,285,,,FALSE
Fri Apr 17 13:07:49 +0000 2020,,,,0,1251135275335659522,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",my theory: people who are dying of corona are God's chosen few. the 144k or whatever,,https://twitter.com/icedoutAP_/status/1251135275335659522,Fri Mar 30 15:05:10 +0000 2012,icedoutAP_,FALSE,,7036,515,150,8,,🐺,icedoutAP_,577,,,FALSE
Sat Mar 28 07:25:01 +0000 2020,Mauritius Covid19 CoronaVirus Coronavid19 StayHome StaySafe WashYourHands Corona CoronaOutbreak COVID2019,,,0,1243801249088036864,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Mauritius

TotalCases: 94
New Cases: 0
Total Deaths: 2 
New Deaths: 0
Total Recovered: 0
Active Cases: 92

#Covid19 #CoronaVirus #Coronavid19 #StayHome #StaySafe #WashYourHands #Corona #CoronaOutbreak #COVID2019",,https://twitter.com/VirusTimes/status/1243801249088036864,Mon Feb 01 23:20:37 +0000 2016,VirusTimes,FALSE,"Hey Everyone, This account will keep you updated with corona bases on open data in every 2Hour, The actual number of cases is more than 2.5M.#StaySafe #StayHome",2,18,0,0,Earth,Corona Virus Times,VirusTimes,4590,,,FALSE
Wed Apr 01 07:11:37 +0000 2020,,,,0,1245247429722677250,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If US and the coalition recover themselves from Corona virus, will they finish the project of taliban and Daeesh in Afghanistan or will continue to kill innocent Afghan civilians?",,https://twitter.com/dawajanahmadzai/status/1245247429722677250,Wed Jul 03 16:35:35 +0000 2013,dawajanahmadzai,FALSE,,0,2,14,0,afghanistan,dawajan,dawajanahmadzai,6,,,FALSE
Sun Mar 29 09:40:53 +0000 2020,,,,1,1244197829226246144,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I stand with Europe against corona,,https://twitter.com/DaveKyengo/status/1244197829226246144,Tue Dec 03 20:50:26 +0000 2019,DaveKyengo,FALSE,"Silent,uncomfortable,calmness",8,0,9,0,,DAVE KYENGO,DaveKyengo,2,,,FALSE
Thu Mar 19 23:16:37 +0000 2020,,,,0,1240779239189893120,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I think they over diagnosing ppl... think niggaz got the flu but they like fuck it it’s corona no way all these ppl getting this shit like that,,https://twitter.com/BucksnbanksGEE/status/1240779239189893120,Fri Aug 07 19:19:36 +0000 2009,BucksnbanksGEE,FALSE,Living Life. Waiting On The Right One. Father.Kidney Disease Fighter. Bucks & Banks!!,1470,1418,1181,14,"BUCKSANDBANKS, VA ",G-moni,BucksnbanksGEE,114692,,http://www.bucksandbanks.com,FALSE
Wed Apr 08 16:33:47 +0000 2020,,,,2,1247925620010606593,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Y’all this corona gotta end. THIS MY LAST HOT GIRL SUMMER! I can’t go out like this 😢,,https://twitter.com/shuntrece_/status/1247925620010606593,Sun Jun 09 12:33:47 +0000 2019,shuntrece_,FALSE,,275,73,99,0,"Buffalo, NY",Lex 🍫,shuntrece_,830,,,FALSE
Tue Apr 14 15:25:16 +0000 2020,,,,0,1250082703300595719,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My heart goes out to anyone who has lost a loved one to corona, with roughly 23,000 dead in American from this. It just makes me think how generals in WWI would routinely lose 30,000 men in one day of battle and go out and do it again the next day without flinching",,https://twitter.com/the_collared/status/1250082703300595719,Tue Jul 30 19:55:11 +0000 2019,the_collared,FALSE,I like my coffee like I like my women... darker’n hell,547,11,210,0,Rolling hills of Ohio Valley,the light-blue collared Appalachian,the_collared,347,,,FALSE
Fri Mar 20 12:30:53 +0000 2020,,,,0,1240979122735788033,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona isn’t Trumps fault.                       Ebola wasn’t Obama’s.                             SARS wasn’t Bush’s and only a handful of Herpes cases were Clinton’s!,,https://twitter.com/Creeper0056/status/1240979122735788033,Mon Apr 02 03:09:15 +0000 2012,Creeper0056,FALSE,Small town streamer. As you can see I have a beautiful GF and the most handsome pup! Come hang out I’m on Facebook gaming and Twitch at Creeper0056,584,271,586,1,"Hancock, NY",Creeper0056,Creeper0056,655,,http://facebook.com/creeper0056,FALSE
Fri Mar 27 06:56:21 +0000 2020,IndonesiaButuhRevolusi,,,0,1243431650085629954,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",So many Indonesian people joke about corona virus. Please read a news in Europa country #IndonesiaButuhRevolusi,,https://twitter.com/ArifinSuparyadi/status/1243431650085629954,Tue Jul 24 05:34:26 +0000 2012,ArifinSuparyadi,FALSE,PT. SINAR JAYA RAHAYU & PT. GEMILANG JAYA UTAMA,5,351,406,0,"Ciamis, Jawa Barat,Indonesia.",Just Reaf,ArifinSuparyadi,1657,,http://arifinlee30.blogspot.com,FALSE
Sat Apr 11 19:02:15 +0000 2020,,,,12,1249050144080830470,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Played around 5 or so games of quickplay, and I think corona has made everyone play even more degen",,https://twitter.com/ComaWife/status/1249050144080830470,Tue Jun 04 06:22:32 +0000 2019,ComaWife,FALSE,"Berserk, Kanye, and Link. Carried by Excedrin. We've probably hugged. The artist formerly known as @TastyComaWife",13862,266,411,1,Hosting a Weekly,TastyComaWife,ComaWife,2725,,,FALSE
Fri Apr 17 09:17:16 +0000 2020,IAmNorth surulereunrest surulere,,,1,1251077258430812160,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","After corona, rappers bars be like ""I am not a pandemic but I can off you like Covid"" #IAmNorth #surulereunrest #surulere",,https://twitter.com/vicocool_arts/status/1251077258430812160,Sun Dec 09 00:21:49 +0000 2012,vicocool_arts,FALSE,Specializes in the production and sales of Artworks. (A Creative Group),7987,298,312,1,lagos,Vicocool,vicocool_arts,3797,,,FALSE
Sat Mar 21 13:17:03 +0000 2020,,,,0,1241353126139084800,,,,en,"Bhusawal, India",,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We must thank our pm for his lock down for day to break cycle of  Corona. Hope citizens  will honour him,,https://twitter.com/Kashina93479752/status/1241353126139084800,Sun Nov 03 04:17:18 +0000 2019,Kashina93479752,FALSE,I am 89 yrs old doctor doing practice daily,8,0,37,0,"Bhusawal,maharashtra ",Kashinath,Kashina93479752,401,,,FALSE
Wed Mar 25 09:20:54 +0000 2020,,,,1,1242743250437296128,,,,en,"Awka, Nigeria",,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona Virus has proven to us that University Students in Nigeria are all Useless 😂😂😂

While Chinese University students are helping Doctors to find the Vaccine, they are happy with KG and primary pupils.

The only thing they know is MAD OH and given Broken hrt🤣🤣🤣",,https://twitter.com/Ely_CuteFaze/status/1242743250437296128,Mon Nov 21 00:39:39 +0000 2016,Ely_CuteFaze,FALSE,✈️INT’L BAD😎BOY 🌎 GOOD_MUSIC🎧|Diplomat❤️|Historian👨🏽‍💼||Recording Artist😎||Song Writer||Performer💪||WizKid Addict⭐️⭐️ Email:Cutefaze359@gmail.com,820,105,82,0,"Anambra, Nigeria",Ely_CuteFaze🇳🇬🇧🇪,Ely_CuteFaze,411,,http://tiny.cc/theplugnationrecord,FALSE
Mon Apr 06 06:57:47 +0000 2020,,,,1,1247055887799332864,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I was so close to having everything I ever wanted then boom corona 🙂,,https://twitter.com/chels_worldwide/status/1247055887799332864,Thu Aug 16 05:30:43 +0000 2012,chels_worldwide,FALSE,🇩🇴. . . IG:plasenciaaa,8234,98,50,0,,BabyC🧚🏻‍♀️,chels_worldwide,7976,,,FALSE
Wed Apr 01 11:28:51 +0000 2020,,,,1,1245312165998886915,,,,en,,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thanks to Nizamuddin coz finally Bhakts have found a color for the Corona Virus.Btw let me clear it's not a Corona virus it's a Corona Jihad.,,https://twitter.com/EjazHassankhan/status/1245312165998886915,Tue Oct 11 18:52:09 +0000 2011,EjazHassankhan,FALSE,MEDIA PROFESSIONAL,,,,,,,,,,,
Sat Mar 21 00:49:30 +0000 2020,,,,0,1241165001177608194,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",did Joe catch this Corona malarkey?,,https://twitter.com/moth__fucker/status/1241165001177608194,Mon Jun 09 02:10:03 +0000 2014,moth__fucker,FALSE,ig: mothwithabigpen,89490,359,483,3,he/him,Malleable,moth__fucker,23221,,,FALSE
Sun Apr 12 17:08:25 +0000 2020,,,,0,1249383885839859712,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You do not panic with Corona virus and follow the populace, we beg you
Thank you 😊",,https://twitter.com/6b0fcb897aa842f/status/1249383885839859712,Wed Oct 12 16:30:37 +0000 2016,6b0fcb897aa842f,FALSE,https://t.co/emhEupYz6U,10,1,108,0,"Bihar, India",s.k.sharma,6b0fcb897aa842f,2,,,FALSE
Wed Apr 08 01:04:06 +0000 2020,COVIDー19 COVID19 Corona coronathoughts,,,0,1247691657518219269,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any tips for quarantine? Should I get an ant farm? Or maybe work on my scales and arpeggios? Maybe I could come up with a new sport, like toilet roll tossing - who can throw it the furthest from the balcony? The options are endless #COVIDー19 #COVID19 #Corona #coronathoughts",,https://twitter.com/CassandraJee/status/1247691657518219269,Wed Feb 16 00:22:54 +0000 2011,CassandraJee,FALSE,"Cassandra Jee Wild. Hot Cherie from Sweden. Rock music is my life... Flyin' high on rock n roll, like a fever burnin' in my soul.",18,225,1253,1,Sweden - Los Angeles,Cassandra Jee Wild,CassandraJee,2056,,,FALSE
Mon Apr 13 17:30:13 +0000 2020,covid_19 compassion challenging Mondaypost covid19 corona UnapologeticallyAmbitious UnapologeticallyShellye,,,0,1249751761910403073,,,,en,,,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","In spite of the #covid_19 impact, many people are demonstrating #compassion. What are you doing or have witnessed that helps &amp; supports others during this #challenging time?

#Mondaypost #covid19 #corona #UnapologeticallyAmbitious #UnapologeticallyShellye",,https://twitter.com/ShelArchambeau/status/1249751761910403073,Fri Jul 30 15:10:38 +0000 2010,ShelArchambeau,FALSE,"Business builder and people connector; passionate about STEM.  Author of ""Unapologetically Ambitious"", out 10/6/20 @GrandCentralPub. https://t.co/wD7QYJSbjk",494,1414,137,50,,shellye archambeau,ShelArchambeau,796,,https://shellyearchambeau.com/,FALSE
Mon Apr 13 08:08:47 +0000 2020,comet tvderana srilankans,,,0,1249610469653876738,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Today I saw one guy said that Corona was made by a #comet and combination of planets. #tvderana please stop entertain these jackasses early morning of your agenda. #srilankans are foolish enough to follow these dumb statements made by idiot who you borrow to their houses.,,https://twitter.com/Rakshi69/status/1249610469653876738,Mon Jun 25 15:05:28 +0000 2012,Rakshi69,FALSE,"Cricketer, Rugby Master, Swimmer, Squash champion, Romantic hero for girls!!!!",0,4,40,0,,Rakshitha Dikkumbura,Rakshi69,4,,,FALSE
Sat Apr 04 00:35:17 +0000 2020,,,,0,1246234853890117633,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bruh I am so fucking sad 😂 corona virus ruined the one thing I look forward to every year,,https://twitter.com/lostxmami/status/1246234853890117633,Sun May 09 21:19:20 +0000 2010,lostxmami,FALSE,ron❤️,60028,361,174,5,"Ontario, CA",sad,lostxmami,46137,,,FALSE
Fri Mar 20 18:55:10 +0000 2020,,,,0,1241075830647918598,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Y’all going back to shaving the pussy now cause of the corona?,,https://twitter.com/dot55st/status/1241075830647918598,Sun Oct 05 11:51:05 +0000 2014,dot55st,FALSE,ex-porno Star,261,833,613,3,,Dotty Kraft,dot55st,19597,,,FALSE
Fri Mar 27 03:54:29 +0000 2020,,,,1,1243385879571226624,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The simplest way to self help, and protect your near and dear ones and country men is do social distancing so that we can minimize transmissions of the corona virus",,https://twitter.com/nstshempo/status/1243385879571226624,Fri Apr 10 08:40:47 +0000 2015,nstshempo,FALSE,former Cabinet Minister Royal Government of Bhutan,32,173,54,3,Thimphu Bhutan,Ngeema  Sangay Tshempo,nstshempo,53,,,FALSE
Sun Mar 22 10:13:36 +0000 2020,,,,12,1241669349901062144,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I legit heard a church sing the remix of Mercy Chinwo’s song:
Something more than gold, I have something more than Ebola 
Something more than gold, I have something more than corona.....

Lawwwd😩😩😩",,https://twitter.com/ToryBlacq/status/1241669349901062144,Tue Jul 01 08:24:14 +0000 2014,ToryBlacq,FALSE,Petite❤️ 02-11 🇳🇬 DELSUITE😪,4239,1151,821,0,EARTH,Ama🌹,ToryBlacq,6386,,,FALSE
Wed Apr 15 11:56:40 +0000 2020,,,,4,1250392593965465600,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",my corona money came thru this morning 🥳,,https://twitter.com/dumpsterfurby/status/1250392593965465600,Fri Jun 15 00:57:40 +0000 2012,dumpsterfurby,FALSE,a bitchy waitress with absolutely nothing important to say.  @jewellinthecoal💓,22310,631,601,5,,marilyn,dumpsterfurby,18710,,http://instagram.com/moscato.mom,FALSE
Fri Mar 27 15:18:36 +0000 2020,,,,2,1243558042358120451,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Plz have same weather 1 year from now! (And make corona a thing of the past) 🤞🙏🤞,,https://twitter.com/LORObroyo/status/1243558042358120451,Tue Oct 04 19:31:06 +0000 2011,LORObroyo,FALSE,"Everybody is wrong about everything, just about all the time",6669,329,315,3,jerZ / Hap Val,Lauren,LORObroyo,5390,,,FALSE
Wed Apr 08 17:02:38 +0000 2020,thepromisedsaviour muslim god corona love victory,,,0,1247932879549521920,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2.Please voite for posting outburst.
#thepromisedsaviour
#muslim
#god
#corona
#love
#victory",,https://twitter.com/mishos313/status/1247932879549521920,Thu Nov 24 03:36:30 +0000 2016,mishos313,FALSE,,0,1,3,0,,mishos,mishos313,26,,,FALSE
Wed Apr 01 11:28:51 +0000 2020,,,,1,1245312165998886915,,,,en,,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thanks to Nizamuddin coz finally Bhakts have found a color for the Corona Virus.Btw let me clear it's not a Corona virus it's a Corona Jihad.,,https://twitter.com/EjazHassankhan/status/1245312165998886915,Tue Oct 11 18:52:09 +0000 2011,EjazHassankhan,FALSE,MEDIA PROFESSIONAL,,,,,,,,,,,
Sat Apr 11 16:05:07 +0000 2020,,,,0,1249005569282891780,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This lockdown extension no go easy for person oo. Abeg where dem dey do giveaway. I wan drop akant number.

Corona please, just go",,https://twitter.com/thatGbagyiboy/status/1249005569282891780,Fri Sep 16 00:56:46 +0000 2016,thatGbagyiboy,FALSE,"I-write, direct & Shoot.
Small Boy.Big Dreams!
A Soul with a thousand Tales.
I love short films on Social Issues.
Writer and cofounder, https://t.co/Wo4EOEwYFL",23161,2739,4771,6,"Abuja, Nigeria",A. Writer. Someday.,thatGbagyiboy,20801,,http://thisisabuja.ng,FALSE
Fri Mar 27 16:36:40 +0000 2020,,,,4,1243577690483023873,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",In &amp; out a funk. I was suppose to leave for Cuba this Morning. Haven't minded this Corona pandemic until today....,,https://twitter.com/JAS_It_Up_/status/1243577690483023873,Sun Mar 21 02:10:50 +0000 2010,JAS_It_Up_,FALSE,👑🐝 Woman of God ♡ BeYOUtiful | Winsome,14125,1366,1069,2,"Chicago, IL 🛫🛬 Dallas, TX",J'Yoncé,JAS_It_Up_,48970,,,FALSE
